"ref_area","source","indicator","sex","classif1","classif2","time","obs_value","obs_status","note_classif","note_indicator","note_source"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_TOTAL","EDU_AGGREGATE_LTB","2003",129.564,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_TOTAL","EDU_AGGREGATE_BAS","2003",393.64,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_TOTAL","EDU_AGGREGATE_INT","2003",378.298,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_TOTAL","EDU_AGGREGATE_ADV","2003",152.754,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_TOTAL","EDU_AGGREGATE_X","2003",2.839,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L3-4","EDU_AGGREGATE_TOTAL","2003",358.291,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L3-4","EDU_AGGREGATE_LTB","2003",14.871,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L3-4","EDU_AGGREGATE_BAS","2003",88.501,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L3-4","EDU_AGGREGATE_INT","2003",159.018,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L3-4","EDU_AGGREGATE_ADV","2003",95.031,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L3-4","EDU_AGGREGATE_X","2003",0.87,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L2","EDU_AGGREGATE_TOTAL","2003",557.497,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L2","EDU_AGGREGATE_LTB","2003",82.197,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L2","EDU_AGGREGATE_BAS","2003",230.468,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L2","EDU_AGGREGATE_INT","2003",190.078,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L2","EDU_AGGREGATE_ADV","2003",52.959,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L2","EDU_AGGREGATE_X","2003",1.796,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L1","EDU_AGGREGATE_TOTAL","2003",141.307,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L1","EDU_AGGREGATE_LTB","2003",32.496,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L1","EDU_AGGREGATE_BAS","2003",74.671,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L1","EDU_AGGREGATE_INT","2003",29.202,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L1","EDU_AGGREGATE_ADV","2003",4.764,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L1","EDU_AGGREGATE_X","2003",,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_X","EDU_AGGREGATE_TOTAL","2003",,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_X","EDU_AGGREGATE_LTB","2003",,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_X","EDU_AGGREGATE_BAS","2003",,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_X","EDU_AGGREGATE_INT","2003",,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_TOTAL","EDU_AGGREGATE_TOTAL","2002",2134.323,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_TOTAL","EDU_AGGREGATE_LTB","2002",343.618,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_TOTAL","EDU_AGGREGATE_BAS","2002",863.681,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_TOTAL","EDU_AGGREGATE_INT","2002",644.184,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_TOTAL","EDU_AGGREGATE_ADV","2002",274.326,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_TOTAL","EDU_AGGREGATE_X","2002",8.515,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L3-4","EDU_AGGREGATE_TOTAL","2002",698.741,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L3-4","EDU_AGGREGATE_LTB","2002",57.532,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L3-4","EDU_AGGREGATE_BAS","2002",220.408,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L3-4","EDU_AGGREGATE_INT","2002",250.857,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L3-4","EDU_AGGREGATE_ADV","2002",168.379,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L3-4","EDU_AGGREGATE_X","2002",1.565,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L2","EDU_AGGREGATE_TOTAL","2002",1171.276,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L2","EDU_AGGREGATE_LTB","2002",219.867,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L2","EDU_AGGREGATE_BAS","2002",508.572,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L2","EDU_AGGREGATE_INT","2002",340.095,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L2","EDU_AGGREGATE_ADV","2002",97.323,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L2","EDU_AGGREGATE_X","2002",5.419,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L1","EDU_AGGREGATE_TOTAL","2002",262.339,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L1","EDU_AGGREGATE_LTB","2002",66.219,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L1","EDU_AGGREGATE_BAS","2002",132.96,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L1","EDU_AGGREGATE_INT","2002",53.067,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L1","EDU_AGGREGATE_ADV","2002",8.562,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L1","EDU_AGGREGATE_X","2002",1.531,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_X","EDU_AGGREGATE_TOTAL","2002",1.967,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_X","EDU_AGGREGATE_BAS","2002",,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_X","EDU_AGGREGATE_INT","2002",,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_X","EDU_AGGREGATE_ADV","2002",,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_TOTAL","EDU_AGGREGATE_TOTAL","2002",1079.236,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_TOTAL","EDU_AGGREGATE_LTB","2002",193.194,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_TOTAL","EDU_AGGREGATE_BAS","2002",449.898,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_TOTAL","EDU_AGGREGATE_INT","2002",298.835,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_TOTAL","EDU_AGGREGATE_ADV","2002",131.083,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_TOTAL","EDU_AGGREGATE_X","2002",6.226,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L3-4","EDU_AGGREGATE_TOTAL","2002",345.719,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L3-4","EDU_AGGREGATE_LTB","2002",39.746,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L3-4","EDU_AGGREGATE_BAS","2002",123.618,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L3-4","EDU_AGGREGATE_INT","2002",103.506,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L3-4","EDU_AGGREGATE_ADV","2002",78.067,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L3-4","EDU_AGGREGATE_X","2002",0.782,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L2","EDU_AGGREGATE_TOTAL","2002",614.864,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L2","EDU_AGGREGATE_LTB","2002",125.843,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L2","EDU_AGGREGATE_BAS","2002",267.299,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L2","EDU_AGGREGATE_INT","2002",167.976,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L2","EDU_AGGREGATE_ADV","2002",49.238,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L2","EDU_AGGREGATE_X","2002",4.509,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L1","EDU_AGGREGATE_TOTAL","2002",117.382,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L1","EDU_AGGREGATE_LTB","2002",27.605,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L1","EDU_AGGREGATE_BAS","2002",57.804,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L1","EDU_AGGREGATE_INT","2002",27.294,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L1","EDU_AGGREGATE_ADV","2002",3.744,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L1","EDU_AGGREGATE_X","2002",0.935,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_X","EDU_AGGREGATE_TOTAL","2002",1.27,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_X","EDU_AGGREGATE_BAS","2002",,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_X","EDU_AGGREGATE_INT","2002",,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_X","EDU_AGGREGATE_ADV","2002",,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_TOTAL","EDU_AGGREGATE_TOTAL","2002",1055.087,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_TOTAL","EDU_AGGREGATE_LTB","2002",150.424,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_TOTAL","EDU_AGGREGATE_BAS","2002",413.783,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_TOTAL","EDU_AGGREGATE_INT","2002",345.348,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_TOTAL","EDU_AGGREGATE_ADV","2002",143.242,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_TOTAL","EDU_AGGREGATE_X","2002",2.289,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L3-4","EDU_AGGREGATE_TOTAL","2002",353.021,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L3-4","EDU_AGGREGATE_LTB","2002",17.786,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L3-4","EDU_AGGREGATE_BAS","2002",96.79,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L3-4","EDU_AGGREGATE_INT","2002",147.351,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L3-4","EDU_AGGREGATE_ADV","2002",90.311,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L3-4","EDU_AGGREGATE_X","2002",0.783,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L2","EDU_AGGREGATE_TOTAL","2002",556.412,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L2","EDU_AGGREGATE_LTB","2002",94.025,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L2","EDU_AGGREGATE_BAS","2002",241.273,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L2","EDU_AGGREGATE_INT","2002",172.119,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L2","EDU_AGGREGATE_ADV","2002",48.085,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L2","EDU_AGGREGATE_X","2002",0.91,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L1","EDU_AGGREGATE_TOTAL","2002",144.957,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L1","EDU_AGGREGATE_LTB","2002",38.613,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L1","EDU_AGGREGATE_BAS","2002",75.156,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L1","EDU_AGGREGATE_INT","2002",25.773,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L1","EDU_AGGREGATE_ADV","2002",4.818,,,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_L1","EDU_AGGREGATE_X","2002",0.596,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_X","EDU_AGGREGATE_TOTAL","2002",0.697,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_X","EDU_AGGREGATE_BAS","2002",,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_X","EDU_AGGREGATE_INT","2002",,"U",,,"R1:3513"
"COL","BX:2226","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_X","EDU_AGGREGATE_ADV","2002",,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_TOTAL","EDU_AGGREGATE_TOTAL","2014",4.127,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_TOTAL","EDU_AGGREGATE_LTB","2014",2.803,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_TOTAL","EDU_AGGREGATE_BAS","2014",1,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_TOTAL","EDU_AGGREGATE_INT","2014",0.068,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_TOTAL","EDU_AGGREGATE_ADV","2014",0.257,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L3-4","EDU_AGGREGATE_TOTAL","2014",0.401,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L3-4","EDU_AGGREGATE_LTB","2014",,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L3-4","EDU_AGGREGATE_BAS","2014",0.149,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L3-4","EDU_AGGREGATE_INT","2014",,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L3-4","EDU_AGGREGATE_ADV","2014",0.176,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L2","EDU_AGGREGATE_TOTAL","2014",1.546,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L2","EDU_AGGREGATE_LTB","2014",1.171,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L2","EDU_AGGREGATE_BAS","2014",0.345,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L2","EDU_AGGREGATE_INT","2014",,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L2","EDU_AGGREGATE_ADV","2014",,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L1","EDU_AGGREGATE_TOTAL","2014",0.15,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L1","EDU_AGGREGATE_LTB","2014",0.146,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_L1","EDU_AGGREGATE_BAS","2014",,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_X","EDU_AGGREGATE_TOTAL","2014",2.03,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_X","EDU_AGGREGATE_LTB","2014",1.438,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_X","EDU_AGGREGATE_BAS","2014",0.502,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_X","EDU_AGGREGATE_INT","2014",,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_T","OCU_SKILL_X","EDU_AGGREGATE_ADV","2014",,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_TOTAL","EDU_AGGREGATE_TOTAL","2014",2.79,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_TOTAL","EDU_AGGREGATE_LTB","2014",1.845,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_TOTAL","EDU_AGGREGATE_BAS","2014",0.711,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_TOTAL","EDU_AGGREGATE_INT","2014",,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_TOTAL","EDU_AGGREGATE_ADV","2014",0.21,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L3-4","EDU_AGGREGATE_TOTAL","2014",0.276,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L3-4","EDU_AGGREGATE_LTB","2014",,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L3-4","EDU_AGGREGATE_BAS","2014",,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L3-4","EDU_AGGREGATE_INT","2014",,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L3-4","EDU_AGGREGATE_ADV","2014",0.138,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L2","EDU_AGGREGATE_TOTAL","2014",1.089,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L2","EDU_AGGREGATE_LTB","2014",0.773,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L2","EDU_AGGREGATE_BAS","2014",0.29,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L2","EDU_AGGREGATE_INT","2014",,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L2","EDU_AGGREGATE_ADV","2014",,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L1","EDU_AGGREGATE_TOTAL","2014",,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L1","EDU_AGGREGATE_LTB","2014",,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_L1","EDU_AGGREGATE_BAS","2014",,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_X","EDU_AGGREGATE_TOTAL","2014",1.359,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_X","EDU_AGGREGATE_LTB","2014",0.961,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_X","EDU_AGGREGATE_BAS","2014",0.352,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_X","EDU_AGGREGATE_INT","2014",,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_M","OCU_SKILL_X","EDU_AGGREGATE_ADV","2014",,"U",,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_TOTAL","EDU_AGGREGATE_TOTAL","2014",1.337,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_TOTAL","EDU_AGGREGATE_LTB","2014",0.958,,,,"R1:3513"
"COM","BA:14125","UNE_TUNE_SEX_OCU_EDU_NB","SEX_F","OCU_SKILL_TOTAL","EDU_AGGREGATE_BAS","2014",0.289,"U",,,"R1:3513"
